subscriber_id,signup_date,country,region,age,gender,plan_type,monthly_price_usd,household_size,primary_device,payment_method,tenure_months,is_active,churn_date
SUB103395,2021-02-12,Australia,Oceania,31,Female,Standard,15.49,2,Mobile,Mobile Wallet,64,True,2026-05-30
SUB103396,2024-08-03,United States,North America,37,Female,Basic with Ads,6.99,1,Game Console,Debit Card,22,True,2026-05-30
SUB103397,2026-05-24,United States,North America,47,Male,Basic with Ads,6.99,1,Mobile,Credit Card,1,True,2026-05-30
SUB103398,2023-09-06,Mexico,Latin America,44,Non-binary,Premium,22.99,3,Mobile,Credit Card,33,True,2026-05-30
SUB103399,2022-03-19,Mexico,Latin America,27,Female,Standard,15.49,1,Smart TV,Credit Card,51,True,2026-05-30
SUB103400,2017-08-28,United States,North America,52,Female,Basic with Ads,6.99,1,Laptop,Gift Card,106,True,2026-05-30
SUB103401,2021-11-26,Canada,North America,46,Male,Premium,22.99,2,Laptop,Credit Card,54,True,2026-05-30
SUB103402,2021-02-08,South Korea,East Asia,30,Female,Premium,22.99,2,Smart TV,PayPal,64,True,2026-05-30
SUB103403,2025-05-17,Nigeria,Africa,34,Female,Basic with Ads,6.99,1,Tablet,Debit Card,12,True,2026-05-30
SUB103404,2023-09-24,Italy,Europe,43,Female,Basic with Ads,6.99,1,Mobile,Credit Card,32,False,2024-12-02
SUB103405,2019-08-11,Germany,Europe,49,Male,Basic with Ads,6.99,1,Mobile,Credit Card,82,False,2023-11-14
SUB103406,2024-01-29,South Korea,East Asia,16,Female,Standard,15.49,1,Game Console,Credit Card,28,True,2026-05-30
SUB103407,2023-08-05,India,South Asia,36,Female,Standard,15.49,2,Smart TV,Credit Card,34,False,2024-06-22
SUB103408,2017-08-02,South Korea,East Asia,35,Male,Premium,22.99,2,Mobile,Gift Card,107,True,2026-05-30
SUB103409,2018-10-23,United States,North America,28,Female,Standard,15.49,2,Mobile,Credit Card,92,True,2026-05-30
SUB103410,2025-05-26,Mexico,Latin America,28,Male,Standard,15.49,2,Mobile,Mobile Wallet,12,False,2026-01-23
SUB103411,2018-07-23,United States,North America,49,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,95,True,2026-05-30
SUB103412,2019-06-12,South Korea,East Asia,42,Female,Standard,15.49,1,Smart TV,Debit Card,84,True,2026-05-30
SUB103413,2023-09-24,United States,North America,63,Female,Standard,15.49,2,Smart TV,Credit Card,32,True,2026-05-30
SUB103414,2025-10-23,India,South Asia,28,Male,Standard,15.49,2,Tablet,Credit Card,7,True,2026-05-30
SUB103415,2020-12-13,United States,North America,37,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,66,True,2026-05-30
SUB103416,2023-04-17,Brazil,Latin America,40,Female,Premium,22.99,3,Laptop,PayPal,38,True,2026-05-30
SUB103417,2024-06-04,Germany,Europe,47,Female,Standard,15.49,2,Smart TV,PayPal,24,True,2026-05-30
SUB103418,2021-06-25,United States,North America,53,Undisclosed,Basic with Ads,6.99,1,Mobile,Debit Card,60,False,2022-08-10
SUB103419,2025-01-02,Canada,North America,37,Non-binary,Standard,15.49,2,Smart TV,Credit Card,17,True,2026-05-30
SUB103420,2025-04-28,Italy,Europe,21,Male,Premium,22.99,2,Laptop,Credit Card,13,True,2026-05-30
SUB103421,2023-08-10,India,South Asia,26,Female,Standard,15.49,2,Tablet,Credit Card,34,True,2026-05-30
SUB103422,2026-03-03,Mexico,Latin America,37,Female,Standard,15.49,2,Streaming Stick,Mobile Wallet,3,True,2026-05-30
SUB103423,2019-06-26,United Kingdom,Europe,50,Female,Standard,15.49,2,Laptop,Debit Card,84,False,2025-03-27
SUB103424,2025-01-19,United States,North America,17,Female,Standard,15.49,1,Streaming Stick,Credit Card,16,True,2026-05-30
SUB103425,2021-02-27,South Korea,East Asia,20,Male,Basic with Ads,6.99,1,Game Console,Credit Card,64,True,2026-05-30
SUB103426,2025-08-17,United States,North America,45,Male,Standard,15.49,2,Smart TV,PayPal,9,True,2026-05-30
SUB103427,2023-04-29,Turkey,Middle East,19,Female,Basic with Ads,6.99,1,Mobile,Credit Card,37,False,2023-11-21
SUB103428,2024-01-17,Australia,Oceania,21,Male,Premium,22.99,4,Mobile,Credit Card,28,True,2026-05-30
SUB103429,2018-09-03,Canada,North America,50,Female,Premium,22.99,3,Mobile,Credit Card,94,True,2026-05-30
SUB103430,2024-03-29,Japan,East Asia,33,Male,Basic with Ads,6.99,1,Laptop,Carrier Billing,26,True,2026-05-30
SUB103431,2020-01-07,Japan,East Asia,32,Female,Standard,15.49,1,Mobile,Debit Card,77,True,2026-05-30
SUB103432,2025-05-06,Sweden,Europe,53,Female,Premium,22.99,1,Game Console,PayPal,13,True,2026-05-30
SUB103433,2024-01-27,United States,North America,22,Female,Standard,15.49,1,Mobile,Gift Card,28,True,2026-05-30
SUB103434,2020-08-26,United States,North America,19,Female,Standard,15.49,2,Smart TV,Debit Card,70,True,2026-05-30
SUB103435,2023-05-15,Japan,East Asia,57,Male,Basic with Ads,6.99,1,Tablet,Credit Card,37,True,2026-05-30
SUB103436,2025-03-23,India,South Asia,39,Male,Basic with Ads,6.99,1,Laptop,Debit Card,14,True,2026-05-30
SUB103437,2022-12-08,India,South Asia,44,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,42,False,2025-06-09
SUB103438,2025-10-21,United States,North America,31,Male,Premium,22.99,1,Game Console,Credit Card,7,True,2026-05-30
SUB103439,2022-11-27,Brazil,Latin America,34,Female,Standard,15.49,1,Mobile,Credit Card,42,True,2026-05-30
SUB103440,2016-10-18,India,South Asia,26,Female,Standard,15.49,2,Smart TV,Credit Card,117,True,2026-05-30
SUB103441,2024-05-04,United States,North America,40,Female,Premium,22.99,2,Tablet,Debit Card,25,False,2024-06-19
SUB103442,2020-11-26,United States,North America,46,Female,Standard,15.49,2,Laptop,PayPal,67,True,2026-05-30
SUB103443,2025-01-20,India,South Asia,38,Female,Premium,22.99,2,Smart TV,PayPal,16,True,2026-05-30
SUB103444,2021-12-28,Turkey,Middle East,49,Male,Premium,22.99,3,Smart TV,Credit Card,53,True,2026-05-30
SUB103445,2025-12-01,India,South Asia,44,Male,Basic with Ads,6.99,1,Game Console,Credit Card,6,True,2026-05-30
SUB103446,2021-01-22,Mexico,Latin America,22,Female,Premium,22.99,2,Smart TV,Mobile Wallet,65,True,2026-05-30
SUB103447,2024-10-25,France,Europe,34,Female,Premium,22.99,3,Mobile,Carrier Billing,19,True,2026-05-30
SUB103448,2024-08-21,India,South Asia,30,Male,Standard,15.49,2,Smart TV,Mobile Wallet,21,True,2026-05-30
SUB103449,2021-01-23,Canada,North America,45,Male,Standard,15.49,1,Tablet,Carrier Billing,65,False,2025-10-04
SUB103450,2024-10-21,Mexico,Latin America,42,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,19,False,2024-12-07
SUB103451,2018-09-28,Japan,East Asia,37,Female,Premium,22.99,3,Mobile,Gift Card,93,True,2026-05-30
SUB103452,2021-10-22,United States,North America,49,Male,Standard,15.49,2,Streaming Stick,Credit Card,56,True,2026-05-30
SUB103453,2025-07-01,United States,North America,13,Male,Standard,15.49,1,Laptop,Credit Card,11,True,2026-05-30
SUB103454,2018-12-10,Egypt,Middle East,28,Male,Standard,15.49,2,Mobile,Credit Card,91,True,2026-05-30
SUB103455,2024-04-16,Germany,Europe,29,Female,Standard,15.49,2,Mobile,Mobile Wallet,25,True,2026-05-30
SUB103456,2018-06-23,Argentina,Latin America,39,Male,Basic with Ads,6.99,1,Streaming Stick,Credit Card,96,True,2026-05-30
SUB103457,2021-11-22,Nigeria,Africa,43,Male,Basic with Ads,6.99,1,Mobile,Credit Card,55,False,2023-02-27
SUB103458,2024-06-12,United States,North America,35,Female,Premium,22.99,3,Streaming Stick,Credit Card,23,True,2026-05-30
SUB103459,2019-08-26,Germany,Europe,18,Female,Standard,15.49,1,Smart TV,Mobile Wallet,82,True,2026-05-30
SUB103460,2024-02-19,United Kingdom,Europe,41,Male,Premium,22.99,1,Tablet,PayPal,27,False,2024-10-01
SUB103461,2017-11-27,Germany,Europe,37,Female,Standard,15.49,1,Smart TV,Credit Card,103,True,2026-05-30
SUB103462,2016-11-11,United States,North America,16,Female,Standard,15.49,1,Mobile,Credit Card,116,True,2026-05-30
SUB103463,2021-09-12,India,South Asia,32,Female,Premium,22.99,1,Laptop,Credit Card,57,True,2026-05-30
SUB103464,2016-10-11,France,Europe,40,Female,Basic with Ads,6.99,1,Tablet,PayPal,117,True,2026-05-30
SUB103465,2023-03-20,Germany,Europe,57,Male,Standard,15.49,2,Mobile,Carrier Billing,38,True,2026-05-30
SUB103466,2022-01-21,Brazil,Latin America,21,Female,Standard,15.49,2,Smart TV,Credit Card,53,False,2025-02-20
SUB103467,2020-08-23,India,South Asia,46,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,70,True,2026-05-30
SUB103468,2021-06-30,India,South Asia,22,Male,Basic with Ads,6.99,1,Game Console,PayPal,59,False,2022-10-15
SUB103469,2021-06-02,Thailand,Southeast Asia,19,Male,Premium,22.99,3,Smart TV,Debit Card,60,True,2026-05-30
SUB103470,2018-06-18,United Kingdom,Europe,20,Female,Basic with Ads,6.99,1,Laptop,PayPal,96,True,2026-05-30
SUB103471,2019-10-24,United Kingdom,Europe,43,Female,Premium,22.99,2,Tablet,Mobile Wallet,80,True,2026-05-30
SUB103472,2020-09-04,Japan,East Asia,37,Female,Basic with Ads,6.99,1,Laptop,PayPal,69,False,2020-12-30
SUB103473,2022-05-08,United Kingdom,Europe,31,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,49,False,2023-12-06
SUB103474,2024-11-22,Japan,East Asia,41,Female,Premium,22.99,4,Tablet,Mobile Wallet,18,True,2026-05-30
SUB103475,2025-06-06,United Kingdom,Europe,36,Male,Standard,15.49,1,Game Console,Credit Card,12,False,2025-07-25
SUB103476,2022-09-01,Canada,North America,37,Male,Standard,15.49,2,Tablet,PayPal,45,True,2026-05-30
SUB103477,2021-06-02,Nigeria,Africa,32,Female,Basic with Ads,6.99,1,Mobile,Debit Card,60,True,2026-05-30
SUB103478,2021-08-05,Australia,Oceania,22,Male,Standard,15.49,1,Smart TV,Credit Card,58,False,2022-02-03
SUB103479,2024-02-16,Japan,East Asia,57,Male,Premium,22.99,3,Laptop,Debit Card,27,True,2026-05-30
SUB103480,2020-06-16,United Kingdom,Europe,54,Male,Premium,22.99,4,Laptop,Credit Card,72,True,2026-05-30
SUB103481,2025-09-26,Spain,Europe,56,Male,Premium,22.99,1,Smart TV,Credit Card,8,True,2026-05-30
SUB103482,2025-08-20,Canada,North America,28,Female,Basic with Ads,6.99,1,Laptop,Credit Card,9,False,2025-09-22
SUB103483,2026-04-20,Japan,East Asia,27,Male,Standard,15.49,2,Game Console,Gift Card,1,True,2026-05-30
SUB103484,2020-08-20,Spain,Europe,30,Female,Standard,15.49,1,Mobile,Debit Card,70,False,2022-07-17
SUB103485,2025-04-11,France,Europe,49,Female,Premium,22.99,4,Mobile,Mobile Wallet,13,True,2026-05-30
SUB103486,2026-05-15,Mexico,Latin America,35,Female,Standard,15.49,2,Laptop,Credit Card,1,False,2026-06-14
SUB103487,2023-01-03,France,Europe,28,Male,Basic with Ads,6.99,1,Laptop,Credit Card,41,False,2024-03-26
SUB103488,2023-04-21,United States,North America,40,Female,Standard,15.49,1,Laptop,PayPal,37,True,2026-05-30
SUB103489,2016-08-22,South Korea,East Asia,26,Female,Premium,22.99,2,Mobile,Gift Card,119,True,2026-05-30
SUB103490,2026-03-16,Japan,East Asia,18,Female,Premium,22.99,3,Laptop,Credit Card,2,False,2026-05-27
SUB103491,2022-08-23,United States,North America,37,Female,Premium,22.99,2,Tablet,Credit Card,45,False,2024-10-09
SUB103492,2026-05-30,Italy,Europe,29,Female,Premium,22.99,3,Game Console,Credit Card,1,True,2026-05-30
SUB103493,2018-06-02,Brazil,Latin America,35,Male,Basic with Ads,6.99,1,Mobile,Credit Card,97,True,2026-05-30
SUB103494,2024-09-23,United States,North America,13,Male,Basic with Ads,6.99,1,Laptop,Credit Card,20,False,2025-10-28
SUB103495,2018-04-21,Germany,Europe,24,Male,Standard,15.49,1,Mobile,Mobile Wallet,98,True,2026-05-30
SUB103496,2022-02-21,Spain,Europe,35,Male,Basic with Ads,6.99,1,Game Console,Carrier Billing,52,True,2026-05-30
SUB103497,2023-11-10,France,Europe,16,Female,Standard,15.49,2,Tablet,PayPal,31,True,2026-05-30
SUB103498,2024-05-14,United Kingdom,Europe,16,Female,Standard,15.49,1,Laptop,PayPal,24,True,2026-05-30
SUB103499,2020-08-29,Italy,Europe,36,Male,Basic with Ads,6.99,1,Mobile,Credit Card,70,True,2026-05-30
SUB103500,2022-06-05,United Kingdom,Europe,45,Female,Basic with Ads,6.99,1,Mobile,Credit Card,48,True,2026-05-30
SUB103501,2023-06-17,Japan,East Asia,24,Male,Premium,22.99,4,Tablet,Credit Card,36,True,2026-05-30
SUB103502,2023-04-28,United States,North America,32,Female,Premium,22.99,4,Smart TV,Credit Card,37,True,2026-05-30
SUB103503,2022-05-31,Mexico,Latin America,32,Female,Standard,15.49,2,Mobile,Debit Card,48,False,2024-05-22
SUB103504,2018-11-02,Spain,Europe,15,Female,Premium,22.99,2,Smart TV,Credit Card,92,True,2026-05-30
SUB103505,2025-06-01,Japan,East Asia,51,Male,Premium,22.99,4,Mobile,Mobile Wallet,12,True,2026-05-30
SUB103506,2018-10-08,South Korea,East Asia,33,Male,Premium,22.99,2,Mobile,Credit Card,93,False,2025-11-09
SUB103507,2025-09-23,Germany,Europe,33,Male,Standard,15.49,2,Laptop,Credit Card,8,True,2026-05-30
SUB103508,2026-04-29,Mexico,Latin America,40,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,1,False,2026-05-31
SUB103509,2019-10-26,India,South Asia,15,Male,Premium,22.99,1,Game Console,Mobile Wallet,80,False,2024-06-28
SUB103510,2022-10-23,Indonesia,Southeast Asia,47,Male,Basic with Ads,6.99,1,Mobile,Credit Card,43,True,2026-05-30
SUB103511,2018-10-09,Spain,Europe,49,Male,Basic with Ads,6.99,1,Smart TV,Gift Card,93,True,2026-05-30
SUB103512,2024-08-11,Sweden,Europe,37,Female,Basic with Ads,6.99,1,Tablet,Credit Card,21,False,2026-03-03
SUB103513,2022-06-21,Thailand,Southeast Asia,42,Female,Basic with Ads,6.99,1,Laptop,Credit Card,48,False,2024-11-30
SUB103514,2025-03-20,Australia,Oceania,31,Male,Standard,15.49,2,Mobile,Credit Card,14,True,2026-05-30
SUB103515,2019-11-14,France,Europe,47,Male,Standard,15.49,2,Smart TV,PayPal,79,True,2026-05-30
SUB103516,2020-12-18,Brazil,Latin America,25,Female,Basic with Ads,6.99,1,Smart TV,Credit Card,66,True,2026-05-30
SUB103517,2024-12-15,United States,North America,35,Male,Standard,15.49,1,Smart TV,Credit Card,17,True,2026-05-30
SUB103518,2018-08-29,Japan,East Asia,36,Female,Premium,22.99,3,Mobile,Credit Card,94,True,2026-05-30
SUB103519,2021-08-27,France,Europe,35,Male,Basic with Ads,6.99,1,Mobile,Credit Card,57,True,2026-05-30
SUB103520,2023-03-30,South Korea,East Asia,49,Male,Premium,22.99,3,Tablet,Credit Card,38,True,2026-05-30
SUB103521,2021-11-28,Italy,Europe,64,Male,Basic with Ads,6.99,1,Laptop,Carrier Billing,54,False,2025-12-12
SUB103522,2024-06-15,United States,North America,34,Male,Standard,15.49,2,Smart TV,Credit Card,23,True,2026-05-30
SUB103523,2022-03-27,United Kingdom,Europe,42,Female,Basic with Ads,6.99,1,Streaming Stick,PayPal,50,False,2024-10-11
SUB103524,2022-06-09,South Korea,East Asia,25,Non-binary,Premium,22.99,2,Smart TV,PayPal,48,True,2026-05-30
SUB103525,2025-01-15,United Kingdom,Europe,49,Female,Basic with Ads,6.99,1,Laptop,Debit Card,16,True,2026-05-30
SUB103526,2026-02-22,United States,North America,29,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,3,True,2026-05-30
SUB103527,2017-08-30,United States,North America,76,Female,Standard,15.49,1,Smart TV,Debit Card,106,False,2025-07-03
SUB103528,2025-05-04,Canada,North America,14,Female,Standard,15.49,2,Tablet,Mobile Wallet,13,True,2026-05-30
SUB103529,2024-09-06,South Korea,East Asia,63,Male,Standard,15.49,2,Mobile,Debit Card,21,False,2025-06-29
SUB103530,2025-10-05,United States,North America,48,Male,Basic with Ads,6.99,1,Mobile,Credit Card,7,True,2026-05-30
SUB103531,2020-01-30,United States,North America,21,Male,Standard,15.49,2,Smart TV,Credit Card,77,True,2026-05-30
SUB103532,2024-09-28,South Korea,East Asia,66,Male,Premium,22.99,4,Tablet,Credit Card,20,True,2026-05-30
SUB103533,2022-04-03,United States,North America,23,Female,Standard,15.49,2,Tablet,Mobile Wallet,50,False,2023-06-22
SUB103534,2023-07-13,Spain,Europe,31,Male,Basic with Ads,6.99,1,Tablet,Mobile Wallet,35,True,2026-05-30
SUB103535,2019-12-20,Germany,Europe,19,Male,Premium,22.99,1,Smart TV,Credit Card,78,False,2020-06-25
SUB103536,2022-03-15,United States,North America,34,Male,Premium,22.99,2,Smart TV,Credit Card,51,True,2026-05-30
SUB103537,2025-07-10,Brazil,Latin America,35,Male,Standard,15.49,1,Smart TV,Credit Card,10,True,2026-05-30
SUB103538,2025-05-14,United States,North America,46,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,12,True,2026-05-30
SUB103539,2022-05-21,India,South Asia,67,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,49,True,2026-05-30
SUB103540,2025-05-24,Turkey,Middle East,29,Male,Standard,15.49,1,Smart TV,Credit Card,12,True,2026-05-30
SUB103541,2025-01-01,Japan,East Asia,13,Female,Standard,15.49,2,Laptop,Mobile Wallet,17,True,2026-05-30
SUB103542,2023-06-11,Turkey,Middle East,44,Male,Standard,15.49,1,Laptop,PayPal,36,True,2026-05-30
SUB103543,2025-02-07,United States,North America,28,Female,Standard,15.49,2,Smart TV,Mobile Wallet,15,True,2026-05-30
SUB103544,2025-07-18,India,South Asia,59,Female,Basic with Ads,6.99,1,Tablet,Credit Card,10,True,2026-05-30
SUB103545,2017-09-18,South Korea,East Asia,35,Female,Premium,22.99,2,Laptop,Debit Card,105,True,2026-05-30
SUB103546,2022-09-24,South Korea,East Asia,26,Female,Basic with Ads,6.99,1,Mobile,Debit Card,44,True,2026-05-30
SUB103547,2020-05-28,Egypt,Middle East,22,Male,Premium,22.99,3,Smart TV,PayPal,73,True,2026-05-30
SUB103548,2022-06-04,United States,North America,44,Female,Premium,22.99,2,Laptop,Mobile Wallet,48,False,2023-12-07
SUB103549,2023-05-03,Canada,North America,32,Male,Premium,22.99,1,Tablet,Credit Card,37,False,2025-09-22
SUB103550,2021-07-21,Italy,Europe,55,Male,Standard,15.49,2,Smart TV,Debit Card,59,True,2026-05-30
SUB103551,2025-04-08,Japan,East Asia,33,Male,Standard,15.49,2,Smart TV,Debit Card,13,True,2026-05-30
SUB103552,2017-02-01,India,South Asia,54,Female,Premium,22.99,2,Smart TV,Debit Card,113,True,2026-05-30
SUB103553,2025-05-05,South Korea,East Asia,18,Male,Premium,22.99,1,Laptop,Credit Card,13,False,2025-06-13
SUB103554,2025-04-23,India,South Asia,13,Female,Standard,15.49,1,Streaming Stick,Credit Card,13,True,2026-05-30
SUB103555,2022-08-11,Germany,Europe,46,Non-binary,Standard,15.49,2,Mobile,Credit Card,46,False,2024-02-24
SUB103556,2021-04-25,South Korea,East Asia,29,Female,Standard,15.49,2,Tablet,Mobile Wallet,62,True,2026-05-30
SUB103557,2026-03-27,Australia,Oceania,32,Male,Premium,22.99,4,Tablet,PayPal,2,True,2026-05-30
SUB103558,2020-01-18,Brazil,Latin America,22,Female,Premium,22.99,2,Game Console,Gift Card,77,True,2026-05-30
SUB103559,2018-06-12,South Korea,East Asia,21,Female,Standard,15.49,1,Laptop,Debit Card,97,False,2019-11-20
SUB103560,2021-11-13,Spain,Europe,44,Male,Premium,22.99,4,Streaming Stick,Mobile Wallet,55,True,2026-05-30
SUB103561,2022-03-26,South Korea,East Asia,35,Male,Standard,15.49,2,Game Console,PayPal,50,False,2025-06-20
SUB103562,2025-01-22,Nigeria,Africa,22,Female,Premium,22.99,1,Smart TV,Mobile Wallet,16,True,2026-05-30
SUB103563,2021-05-01,United States,North America,46,Male,Premium,22.99,2,Mobile,Debit Card,61,True,2026-05-30
SUB103564,2024-10-26,Thailand,Southeast Asia,51,Female,Standard,15.49,2,Smart TV,PayPal,19,False,2025-09-05
SUB103565,2019-12-01,Germany,Europe,34,Female,Premium,22.99,3,Tablet,Credit Card,79,True,2026-05-30
SUB103566,2020-09-05,Italy,Europe,49,Female,Standard,15.49,2,Mobile,Credit Card,69,True,2026-05-30
SUB103567,2021-10-09,South Korea,East Asia,22,Female,Standard,15.49,2,Game Console,Credit Card,56,True,2026-05-30
SUB103568,2023-11-24,Canada,North America,43,Female,Basic with Ads,6.99,1,Game Console,Credit Card,30,True,2026-05-30
SUB103569,2023-12-24,India,South Asia,38,Female,Premium,22.99,4,Mobile,Credit Card,29,True,2026-05-30
SUB103570,2023-08-11,France,Europe,25,Male,Basic with Ads,6.99,1,Mobile,Credit Card,34,True,2026-05-30
SUB103571,2022-12-15,United States,North America,62,Female,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,42,True,2026-05-30
SUB103572,2026-01-09,India,South Asia,39,Female,Standard,15.49,2,Mobile,Debit Card,4,True,2026-05-30
SUB103573,2022-05-29,United Kingdom,Europe,28,Female,Premium,22.99,3,Laptop,Credit Card,48,True,2026-05-30
SUB103574,2017-09-08,India,South Asia,36,Undisclosed,Standard,15.49,1,Smart TV,Carrier Billing,106,True,2026-05-30
SUB103575,2021-01-10,United Kingdom,Europe,24,Female,Standard,15.49,1,Smart TV,Credit Card,65,True,2026-05-30
SUB103576,2021-10-24,Canada,North America,20,Female,Premium,22.99,4,Streaming Stick,Credit Card,56,True,2026-05-30
SUB103577,2018-04-06,India,South Asia,30,Male,Premium,22.99,1,Mobile,Carrier Billing,99,True,2026-05-30
SUB103578,2023-12-19,France,Europe,31,Female,Premium,22.99,1,Mobile,Debit Card,29,True,2026-05-30
SUB103579,2024-03-15,United States,North America,25,Female,Basic with Ads,6.99,1,Tablet,Credit Card,26,False,2026-02-20
SUB103580,2023-12-28,France,Europe,52,Male,Basic with Ads,6.99,1,Mobile,Credit Card,29,True,2026-05-30
SUB103581,2023-05-30,Germany,Europe,26,Female,Basic with Ads,6.99,1,Laptop,Credit Card,36,True,2026-05-30
SUB103582,2019-06-20,United Kingdom,Europe,23,Female,Premium,22.99,3,Smart TV,Credit Card,84,True,2026-05-30
SUB103583,2023-09-07,Spain,Europe,20,Male,Premium,22.99,1,Mobile,Debit Card,33,False,2025-05-23
SUB103584,2020-07-22,Nigeria,Africa,19,Undisclosed,Standard,15.49,2,Smart TV,Debit Card,71,True,2026-05-30
SUB103585,2026-01-14,Germany,Europe,49,Non-binary,Premium,22.99,1,Mobile,Credit Card,4,True,2026-05-30
SUB103586,2020-10-22,United Kingdom,Europe,39,Male,Standard,15.49,2,Mobile,Credit Card,68,True,2026-05-30
SUB103587,2018-08-20,South Korea,East Asia,44,Female,Premium,22.99,2,Smart TV,Debit Card,94,False,2025-04-08
SUB103588,2022-08-28,France,Europe,49,Male,Basic with Ads,6.99,1,Tablet,Debit Card,45,True,2026-05-30
SUB103589,2019-12-11,India,South Asia,31,Male,Premium,22.99,3,Smart TV,Credit Card,78,True,2026-05-30
SUB103590,2026-02-11,Germany,Europe,55,Male,Standard,15.49,2,Laptop,Debit Card,3,False,2026-04-08
SUB103591,2024-12-16,India,South Asia,27,Female,Basic with Ads,6.99,1,Smart TV,Carrier Billing,17,True,2026-05-30
SUB103592,2025-10-29,Germany,Europe,21,Non-binary,Basic with Ads,6.99,1,Game Console,Credit Card,7,False,2026-03-21
SUB103593,2025-06-22,United States,North America,40,Male,Standard,15.49,2,Smart TV,Credit Card,11,True,2026-05-30
SUB103594,2019-01-31,United States,North America,37,Female,Standard,15.49,1,Smart TV,Debit Card,89,False,2019-04-01
SUB103595,2022-09-09,Egypt,Middle East,37,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,45,False,2024-02-15
SUB103596,2017-11-01,Italy,Europe,49,Male,Standard,15.49,2,Mobile,Debit Card,104,True,2026-05-30
SUB103597,2022-11-07,Turkey,Middle East,37,Female,Standard,15.49,2,Mobile,Credit Card,43,True,2026-05-30
SUB103598,2025-03-09,Indonesia,Southeast Asia,40,Male,Basic with Ads,6.99,1,Smart TV,PayPal,14,True,2026-05-30
SUB103599,2025-07-11,United Kingdom,Europe,53,Female,Premium,22.99,2,Laptop,Credit Card,10,True,2026-05-30
SUB103600,2020-05-20,India,South Asia,39,Female,Premium,22.99,2,Smart TV,Gift Card,73,True,2026-05-30
SUB103601,2023-10-22,United States,North America,42,Male,Basic with Ads,6.99,1,Game Console,Credit Card,31,False,2024-01-09
SUB103602,2016-06-01,South Korea,East Asia,17,Male,Premium,22.99,3,Mobile,Carrier Billing,121,True,2026-05-30
SUB103603,2021-10-17,United States,North America,84,Female,Standard,15.49,2,Mobile,Credit Card,56,True,2026-05-30
SUB103604,2022-10-24,Argentina,Latin America,15,Male,Basic with Ads,6.99,1,Tablet,Mobile Wallet,43,False,2023-10-15
SUB103605,2024-12-04,United States,North America,28,Male,Premium,22.99,4,Tablet,Credit Card,18,False,2025-03-23
SUB103606,2019-01-29,United States,North America,28,Male,Basic with Ads,6.99,1,Tablet,Credit Card,89,True,2026-05-30
SUB103607,2023-04-19,United States,North America,63,Female,Standard,15.49,2,Smart TV,Mobile Wallet,37,True,2026-05-30
SUB103608,2016-05-30,United States,North America,28,Undisclosed,Premium,22.99,4,Laptop,Credit Card,121,False,2016-10-05
SUB103609,2024-12-08,United States,North America,41,Male,Premium,22.99,3,Smart TV,Credit Card,18,False,2026-04-16
SUB103610,2024-10-28,Mexico,Latin America,28,Male,Basic with Ads,6.99,1,Laptop,Credit Card,19,True,2026-05-30
SUB103611,2020-11-11,India,South Asia,22,Female,Standard,15.49,1,Mobile,Carrier Billing,67,True,2026-05-30
SUB103612,2023-06-21,Brazil,Latin America,43,Female,Premium,22.99,2,Smart TV,Debit Card,35,False,2024-05-30
SUB103613,2025-04-21,Turkey,Middle East,26,Female,Premium,22.99,1,Tablet,Debit Card,13,True,2026-05-30
SUB103614,2021-08-15,Brazil,Latin America,38,Female,Basic with Ads,6.99,1,Game Console,Credit Card,58,False,2024-06-18
SUB103615,2020-09-01,Spain,Europe,44,Male,Basic with Ads,6.99,1,Smart TV,Mobile Wallet,69,False,2025-12-21
SUB103616,2022-04-16,India,South Asia,60,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,50,True,2026-05-30
SUB103617,2025-05-12,United States,North America,19,Male,Basic with Ads,6.99,1,Smart TV,Debit Card,12,True,2026-05-30
SUB103618,2026-01-08,India,South Asia,34,Female,Premium,22.99,1,Streaming Stick,Debit Card,4,True,2026-05-30
SUB103619,2026-05-04,Indonesia,Southeast Asia,34,Male,Basic with Ads,6.99,1,Smart TV,Credit Card,1,False,2026-06-03
SUB103620,2017-02-13,Brazil,Latin America,36,Female,Premium,22.99,3,Laptop,Debit Card,113,True,2026-05-30
SUB103621,2019-07-15,India,South Asia,69,Male,Standard,15.49,2,Smart TV,PayPal,83,True,2026-05-30
SUB103622,2022-05-07,United Kingdom,Europe,33,Female,Basic with Ads,6.99,1,Laptop,PayPal,49,True,2026-05-30
SUB103623,2023-08-18,Canada,North America,13,Female,Standard,15.49,2,Streaming Stick,Gift Card,33,False,2025-01-20
SUB103624,2020-10-28,Mexico,Latin America,33,Female,Premium,22.99,3,Smart TV,Credit Card,68,True,2026-05-30
