title_name,Watch_Hours,Plays,Completion
The Confession of Jakarta,351.36,50,53.233999999999995
Lisbon Protocol IV,351.07666666666665,70,61.417142857142856
Iron Naples,351.005,61,68.5016393442623
Midnight Tokyo III,350.555,53,55.58301886792453
Brilliant Detroit IV,350.4916666666667,62,65.73225806451613
Endless Cairo II,349.50333333333333,44,58.125
Sydney Expedition III,349.2866666666667,49,54.553061224489795
The Algorithm of Sydney IV,349.16,44,71.49772727272727
The Legacy of Marseille,349.1583333333333,88,62.64772727272727
Hidden Affair II,348.95666666666665,48,59.262499999999996
The Expedition of Mumbai,348.945,82,65.46707317073171
Hollow Sanctuary III,348.76166666666666,40,80.3575
The Protocol of Tokyo,348.71666666666664,49,43.93061224489796
Shattered Crown,348.5516666666667,95,56.15684210526315
Reckless Ledger VI,348.3983333333333,278,62.141366906474815
Burning Anatomy,348.22333333333336,55,70.35272727272728
Crooked Sanctuary,347.84166666666664,43,70.03953488372093
The Confession of Bangkok II,347.62,52,64.27884615384616
Last Hamburg II,347.445,58,74.88448275862069
Madrid Harvest,347.00666666666666,75,73.43733333333334
Berlin Cipher III,346.435,42,57.480952380952374
The Syndicate of Madrid II,346.36,49,52.365306122448985
The Mirror of Bangkok,346.125,48,62.42916666666667
Sydney Lighthouse II,346.0883333333333,45,63.65111111111111
Toronto Heist II,346.07166666666666,59,69.82542372881356
Seoul Harvest IV,345.9,209,74.10287081339713
Velvet Jakarta III,345.8,69,81.70579710144928
Electric Horizon IV,345.675,57,58.310526315789474
Neon Anatomy,345.49833333333333,53,76.2433962264151
Silent Syndicate IV,345.325,70,58.034285714285716
Tokyo Odyssey II,345.295,35,46.32285714285714
Lost Toronto,345.2816666666667,60,58.12833333333333
The Heist of Madrid,345.2683333333333,62,54.59838709677419
The Tide of Jakarta IV,345.15166666666664,61,62.880327868852454
Reckless Shadows IV,344.605,44,62.165909090909096
Velvet Lagos III,344.59,53,62.82264150943396
Neon Tokyo V,344.22833333333335,50,59.602
Last Hamburg III,343.99666666666667,48,66.77083333333333
Phantom Sanctuary,343.96500000000003,48,41.99166666666667
The Echoes of Tokyo,343.70166666666665,47,53.776595744680854
Hamburg Empire,343.69666666666666,92,74.71739130434783
The Affair of Hamburg III,342.96833333333336,46,72.14565217391304
Falling Lagos II,342.9316666666667,50,59.122
Naples Echoes VII,342.92833333333334,85,57.631764705882354
Jakarta Throne,342.595,53,53.867924528301884
Paper Jakarta II,342.495,53,62.137735849056604
Shattered Oslo,342.3883333333333,43,54.2906976744186
Distant Jakarta,342.27,46,80.87608695652175
The Confession of Seoul,342.2083333333333,64,60.309375
The Requiem of Lagos,342.14666666666665,47,60.672340425531914
Bogota Inheritance,341.91333333333336,72,67.35833333333333
Istanbul River,341.78333333333336,54,42.18888888888888
Brilliant Lighthouse III,341.5783333333333,75,81.32533333333333
Rising Mirror,341.50666666666666,52,57.10961538461538
Rising Echoes,341.39,53,68.15471698113207
Endless Kingdom,341.26666666666665,43,47.24186046511628
Sacred Tide,341.03833333333336,52,52.888461538461534
Eternal Lighthouse II,341.00333333333333,340,74.29411764705883
Gilded Algorithm II,340.6983333333333,125,61.4784
Istanbul Shadows III,340.2133333333333,49,56.61020408163265
The Confession of Detroit V,339.82,44,61.29318181818182
Sydney Expedition IV,339.485,54,78.5851851851852
The Mirror of Toronto,339.4166666666667,49,75.28979591836735
Silent Jakarta IV,339.055,45,65.52
Broken Heist III,338.8233333333333,42,66.12142857142857
Bitter Horizon,338.74333333333334,137,71.32043795620437
Paper Toronto II,338.735,27,63.574074074074076
Tender Inheritance,338.7,47,50.285106382978725
Neon Lighthouse,338.49666666666667,221,70.15113122171945
Tender Echoes IV,338.2083333333333,56,73.65357142857144
Bangkok Kingdom,338.09833333333336,154,81.81298701298702
Forgotten Promise II,337.7633333333333,47,61.60212765957447
Quiet Tokyo,337.51,61,60.13934426229508
Madrid Horizon,337.4,54,60.077777777777776
Lost Bogota II,337.365,42,59.214285714285715
Silent Inheritance,337.0783333333333,39,72.02051282051282
Endless Naples,337.03166666666664,61,66.9672131147541
Frozen Hamburg III,336.8566666666667,79,67.67215189873419
Quiet Cipher II,336.82666666666665,62,69.65
The Harvest of Istanbul IV,336.71166666666664,43,67.11627906976744
The Confession of Jakarta III,336.68333333333334,51,69.00980392156863
The Verdict of Toronto II,336.575,81,67.75308641975309
Jakarta Protocol IV,335.9866666666667,78,65.26794871794871
The Promise of Oslo,335.90999999999997,48,82.32708333333333
The Storm of Toronto II,335.2583333333333,227,78.41894273127753
The Mirror of Sydney II,334.36833333333334,47,79.04255319148936
The Paradox of Lisbon V,334.3433333333333,51,53.437254901960785
Iron Syndicate II,334.245,33,65.77272727272727
Forgotten Seoul,334.13,76,68.16842105263159
Endless Jakarta IV,333.9083333333333,47,55.50212765957447
The Affair of Bogota II,333.795,54,67.92592592592592
Lost Crown,333.555,296,57.29831081081081
Silent Frequency,333.52666666666664,273,69.8087912087912
Jakarta Echoes III,333.3416666666667,56,60.128571428571426
The Circuit of Lagos II,333.2083333333333,44,54.09772727272727
The Paradox of Seoul IV,333.06333333333333,42,51.48809523809524
The Reckoning of Sydney,333.02666666666664,53,62.526415094339626
Toronto Throne II,332.89666666666665,58,74.86206896551724
Oslo Circuit IV,332.87333333333333,44,55.35227272727273
The Heist of Lagos II,332.29333333333335,56,47.853571428571435
Burning Istanbul,332.25166666666667,40,57.8875
Hollow Bangkok II,331.81166666666667,36,45.17777777777778
Glass Tokyo,331.555,46,57.199999999999996
The Frequency of Mumbai III,331.4916666666667,90,66.37
The Empire of Seoul V,331.48,55,71.74727272727273
Crooked Cairo II,330.85333333333335,71,54.60422535211268
Lagos Protocol,329.98,44,69.44545454545454
Bitter Harvest III,329.75,51,63.38823529411765
The Affair of Bogota IV,329.6116666666667,54,74.7462962962963
Glass Mirror,329.5683333333333,85,58.30117647058824
Berlin Reckoning IV,329.56,50,66.808
The Tide of Cairo,329.4583333333333,46,51.65
Savage Expedition III,329.2416666666667,49,61.08775510204082
Bitter Cairo II,329.07666666666665,56,46.635714285714286
Burning Cairo II,328.72333333333336,47,67.2531914893617
Savage Bogota,328.615,41,69.39268292682927
Oslo River III,328.26166666666666,190,79.12842105263158
Jakarta Expedition,328.0283333333333,58,48.474137931034484
Scarlet Mumbai V,327.83,45,53.568888888888885
Naples Algorithm V,327.795,43,64.06046511627906
The Mirror of Bangkok III,327.74666666666667,117,53.87008547008547
Bangkok Crown,327.56166666666667,49,65.54081632653062
Eternal Harvest II,327.2733333333333,43,59.306976744186045
Scarlet Madrid III,327.15666666666664,51,53.45294117647059
Rising Mirror II,326.855,39,64.14615384615384
Scarlet Detroit IV,326.81333333333333,69,63.155072463768114
Seoul Circuit,326.645,59,74.1457627118644
Jakarta Odyssey II,326.53833333333336,43,68.41627906976744
Quiet Legacy II,326.34333333333336,51,61.52745098039216
The Pact of Tokyo II,326.19,32,73.06875
The Expedition of Marseille,326.05,52,55.736538461538466
Sacred Cairo,325.31166666666667,41,77.78780487804879
Oslo Requiem,325.2316666666667,49,60.704081632653065
Jakarta Kingdom V,325.0516666666667,46,43.486956521739124
Sacred Tokyo III,325.0366666666667,39,69.44871794871794
Neon Istanbul,324.95,45,57.775555555555556
Sydney Cipher,324.79833333333335,39,59.77692307692308
Brilliant Tokyo,324.5883333333333,49,49.68571428571428
Oslo River II,324.3566666666667,52,61.159615384615385
Whispering Bangkok II,324.0733333333333,61,62.50983606557377
Silent Madrid,323.9316666666667,51,63.52156862745098
Marseille Expedition V,323.9266666666667,67,66.83880597014925
Istanbul Frequency III,323.89666666666665,214,77.61682242990655
The Departure of Detroit II,323.305,264,74.97386363636363
Forgotten Mirror,323.0083333333333,32,60.08125
Glass Cairo II,323.005,45,47.317777777777785
The Crown of Tokyo II,322.67,83,49.62530120481927
The Kingdom of Istanbul IV,322.5133333333333,137,63.62408759124087
The Heist of Naples II,322.33666666666664,296,62.22533783783784
The Expedition of Detroit II,322.09,83,66.33132530120481
The Ledger of Hamburg III,321.71,74,54.3445945945946
The Crown of Cairo III,321.545,49,54.68775510204081
Endless Lisbon,321.31666666666666,46,76.20217391304347
Silent Lighthouse,321.31,45,59.49555555555556
Whispering Jakarta II,321.2866666666667,67,66.6044776119403
The Lighthouse of Naples II,321.2633333333333,57,48.31228070175439
The Departure of Madrid II,320.685,56,62.471428571428575
Sacred Departure,320.5783333333333,37,65.63513513513513
The Sanctuary of Toronto,320.51,39,60.130769230769225
Lisbon Circuit IV,319.8516666666667,56,61.191071428571426
Bangkok Syndicate II,319.84000000000003,32,69.409375
The Lighthouse of Hamburg,319.735,52,52.70961538461539
Reckless Throne,319.67333333333335,44,53.15681818181818
Bitter Sydney VII,319.45666666666665,65,48.18
Whispering Lisbon,319.44166666666666,37,64.75675675675676
Hamburg Algorithm II,318.985,191,71.57591623036649
Paper Tokyo,318.95666666666665,44,55.972727272727276
Electric Marseille III,318.8883333333333,60,63.269999999999996
Endless Pact II,318.7683333333333,63,52.70317460317461
The Circuit of Bangkok II,318.7366666666667,38,48.57631578947369
The Circuit of Naples III,318.225,35,78.3742857142857
Crimson Lisbon,318.1816666666667,275,75.45818181818181
Bangkok Requiem,318.1066666666667,76,84.55263157894737
Scarlet Istanbul,318.01166666666666,33,48.17878787878788
Last Hamburg,317.40666666666664,59,59.33728813559322
Reckless Seoul II,317.38166666666666,35,68.17428571428572
Midnight Circuit,317.375,50,65.656
Paper Echoes,317.33,55,75.92363636363636
Toronto Inheritance II,317.31166666666667,210,68.68428571428572
Seoul Shadows II,316.6983333333333,63,59.84444444444444
Hamburg Inheritance IV,316.6816666666667,60,50.67166666666667
Sydney Odyssey,316.525,44,79.93863636363636
Bogota Ledger II,316.515,40,58.614999999999995
Brilliant Pact,316.495,43,80.44186046511628
Sacred Algorithm,316.46166666666664,42,54.340476190476195
The River of Istanbul II,316.42333333333335,52,79.54230769230769
The Heist of Hamburg VI,316.2783333333333,49,65.41632653061225
The Confession of Sydney IV,316.0183333333333,75,66.884
Shattered Naples III,315.97833333333335,41,55.05853658536586
Detroit Confession V,315.8983333333333,58,58.358620689655176
Silent Sanctuary,315.85,42,60.80476190476191
The Tide of Istanbul III,315.64,46,64.5304347826087
Bitter Storm II,315.0683333333333,55,77.93454545454544
Cairo Syndicate,314.82,54,66.2462962962963
The Requiem of Cairo III,314.8066666666667,273,59.64725274725275
Naples Echoes IV,314.805,45,73.12444444444444
The Verdict of Mumbai,314.6666666666667,50,49.172
The Tide of Marseille,314.5183333333333,38,66.75
Bitter Sydney,314.5,48,66.85833333333333
Wild Storm III,314.15166666666664,57,70.6561403508772
Endless Verdict,313.95166666666665,46,58.50869565217391
Distant Empire III,313.94666666666666,42,66.7452380952381
Bitter Departure II,313.74833333333333,55,67.9090909090909
Broken Pact,313.7416666666667,53,63.420754716981136
Shattered Toronto,313.58666666666664,51,69.35686274509804
Reckless Berlin,313.5366666666667,53,61.6188679245283
Bogota Protocol IV,313.18333333333334,45,70.29777777777778
The Ledger of Jakarta IV,312.91333333333336,191,72.81047120418847
Broken Inheritance,312.79,64,67.871875
Iron Frequency,312.70166666666665,56,69.80178571428571
Frozen Crown IV,312.5733333333333,61,69.88032786885246
Distant Echoes II,312.46166666666664,66,72.8409090909091
Jakarta Tide IV,312.28833333333336,54,57.829629629629636
Hidden Lisbon II,312.27666666666664,59,70.5677966101695
Istanbul Legacy II,312.1066666666667,237,71.82911392405063
The Algorithm of Jakarta,311.56,66,63.79848484848485
Last Harvest II,311.27166666666665,51,56.50392156862745
Lost Paradox,311.245,49,66.16326530612245
Last Jakarta II,311.2183333333333,53,71.0320754716981
Golden Cipher,311.1716666666667,238,69.4235294117647
Bangkok Anatomy V,311.125,52,56.978846153846156
Sacred Lighthouse,311.0133333333333,51,71.74509803921569
Bogota Crown VI,310.575,54,40.69074074074074
Berlin Mirror,310.5333333333333,47,75.51489361702127
Marseille Empire III,310.01,42,75.70714285714286
Bitter Reckoning,309.29333333333335,46,43.1
Bangkok Paradox II,309.17333333333335,44,62.74318181818182
The Shadows of Jakarta,308.645,69,63.44782608695652
The Shadows of Lagos III,308.6433333333333,62,67.7290322580645
Shattered Cairo,308.12,60,68.47333333333333
Hidden Seoul,308.1116666666667,42,48.909523809523805
Wild Toronto IV,307.875,45,57.022222222222226
The Paradox of Lisbon IV,307.30833333333334,39,57.93333333333334
Falling River II,307.29833333333335,75,76.824
Paper Expedition,307.26666666666665,57,77.01052631578948
Oslo Departure II,307.2416666666667,57,44.91754385964913
The Inheritance of Oslo,307.2166666666667,58,54.050000000000004
Reckless Echoes II,307.205,502,61.192031872509965
The Protocol of Naples III,307.13166666666666,43,74.3953488372093
Last Horizon,307.0183333333333,234,72.89444444444445
The Affair of Bangkok III,306.42833333333334,44,48.53636363636363
Electric Departure II,306.24666666666667,58,56.56551724137931
Midnight Shadows II,306.04,33,65.62727272727273
Berlin Kingdom II,306.03166666666664,53,79.64905660377357
The Empire of Mumbai,305.975,36,55.547222222222224
Electric Sanctuary II,305.87166666666667,49,56.7469387755102
Jakarta Mirror IV,305.19,37,63.2027027027027
Rising Naples III,304.8183333333333,51,58.59215686274509
Velvet Verdict,304.8183333333333,49,77.2734693877551
Crimson Throne II,304.79333333333335,86,60.58255813953489
Burning Echoes,304.4716666666667,45,83.54222222222222
Bitter Hamburg III,304.125,47,61.61914893617021
Gilded Tide,303.7966666666667,44,61.64772727272727
Distant Confession II,303.5133333333333,53,59.85849056603774
Burning Lagos III,303.18833333333333,47,68.62978723404255
Scarlet Shadows,303.08,52,61.349999999999994
Midnight Toronto II,302.84833333333336,46,74.8195652173913
Silent Marseille VI,302.845,46,42.75869565217391
Rising Berlin II,302.525,61,70.85409836065574
Savage Oslo,301.2583333333333,43,56.04418604651163
Phantom Jakarta IV,301.2366666666667,61,59.85901639344262
The Requiem of Marseille III,301.1116666666667,62,53.37096774193548
Wild Affair,300.99666666666667,135,61.93259259259259
Wild Seoul III,300.75333333333333,182,69.33516483516483
The Lighthouse of Seoul,300.64,54,71.37037037037037
Sydney Anatomy,300.59166666666664,106,75.9566037735849
Crimson Cairo III,300.22833333333335,236,68.76186440677965
The Departure of Jakarta IV,300.19,46,68.69347826086957
Naples Syndicate III,299.78833333333336,45,49.34888888888889
Glass Inheritance,299.6933333333333,49,78.41224489795918
The River of Madrid IV,299.6,47,58.306382978723406
Endless Naples III,299.52166666666665,45,50.41777777777778
Detroit Pact IV,299.3466666666667,58,55.293103448275865
Cairo Affair VI,299.32,39,78.31025641025641
Lisbon Affair IV,299.16333333333336,40,53.4225
Broken Jakarta II,299.08166666666665,37,57.737837837837844
The Syndicate of Bogota III,299.0566666666667,52,56.38653846153846
The Algorithm of Detroit,298.87833333333333,44,58.559090909090905
Restless Paradox II,298.755,375,59.01546666666666
Savage Naples,298.71,42,60.959523809523816
Sacred Lagos II,298.685,51,70.2843137254902
Tender Shadows II,298.66333333333336,62,58.98548387096774
Crooked Shadows III,298.285,41,66.14146341463415
Electric Pact IV,298.215,49,64.05714285714286
Frozen Sydney,298.03000000000003,81,59.349382716049384
The Verdict of Hamburg II,297.9766666666667,88,59.404545454545456
The Empire of Oslo,297.51666666666665,41,51.836585365853665
Falling Hamburg V,297.46166666666664,130,61.28846153846154
Neon Ledger III,297.285,81,67.9641975308642
Tender Lisbon,297.28000000000003,225,67.75822222222223
Phantom Confession III,296.99333333333334,52,71.38846153846154
The Empire of Marseille IV,296.78666666666663,44,66.56590909090909
The Throne of Tokyo V,296.6766666666667,58,60.88965517241379
Bogota Protocol III,296.6566666666667,77,71.35064935064935
The Paradox of Marseille,296.64,52,76.05961538461538
The Inheritance of Lagos II,296.59499999999997,37,64.8162162162162
Scarlet Lagos,296.21166666666664,91,58.12967032967033
The Requiem of Lisbon II,295.77166666666665,52,57.45769230769231
The Tide of Lisbon II,295.245,53,69.63018867924528
The River of Bangkok,294.9916666666667,40,63.86
Hamburg Circuit,294.87166666666667,42,58.51428571428571
Gilded Reckoning,294.785,46,64.08260869565218
Naples Echoes VI,294.65166666666664,49,64.66122448979593
Eternal Cairo II,294.5966666666667,56,66.30714285714285
Hollow Tide II,294.19666666666666,56,70.35714285714286
Crimson Tide,293.945,46,53.24782608695652
Velvet Oslo,293.83666666666664,204,70.83676470588236
Scarlet Marseille,293.795,45,60.45777777777778
Istanbul Protocol,293.69666666666666,44,72.55454545454546
Crooked Odyssey,293.16833333333335,52,53.70192307692308
Cairo River II,293.0133333333333,47,49.740425531914894
The Shadows of Madrid V,292.995,53,63.53962264150943
Tokyo Promise II,292.95666666666665,48,67.81666666666666
Reckless Oslo IV,292.8566666666667,51,65.62941176470588
Mumbai Odyssey II,292.39666666666665,45,72.19333333333333
Gilded Jakarta,292.2766666666667,60,62.19166666666667
Mumbai Mirror III,292.155,168,73.99642857142857
Cairo Horizon,292.045,42,59.43333333333333
Bitter Crown IV,292.00166666666667,56,78.21785714285714
Frozen Tokyo,291.97833333333335,36,58.141666666666666
The Tide of Detroit IV,291.87833333333333,65,52.82923076923077
The Lighthouse of Lisbon V,291.845,31,53.49032258064516
Mumbai Shadows II,291.8283333333333,51,55.73137254901961
Restless Naples,291.62833333333333,187,73.67379679144385
The Confession of Madrid,291.605,66,55.22272727272727
Naples Protocol II,291.2916666666667,63,67.99047619047619
The Frequency of Detroit II,291.24333333333334,61,61.604918032786884
The Harvest of Istanbul II,291.17333333333335,56,64.5875
Berlin Affair II,291.105,63,56.576190476190476
The Reckoning of Bogota V,290.87166666666667,42,67.45238095238095
Burning Tokyo,290.61,47,51.96595744680851
Eternal Lagos,290.58666666666664,52,57.026923076923076
Oslo Throne II,290.38166666666666,37,52.2054054054054
Sacred Cipher,290.22,40,67.175
Midnight Heist,289.87666666666667,73,75.63561643835617
Lost Requiem,289.775,91,59.7021978021978
Oslo Kingdom,289.515,58,73.04655172413793
Hollow Lighthouse,289.45166666666665,62,64.84032258064516
The Algorithm of Naples III,289.445,43,62.32790697674418
Golden Toronto IV,289.395,52,61.82884615384615
Endless Protocol,289.0933333333333,43,50.920930232558135
The Kingdom of Tokyo III,288.9866666666667,55,52.54363636363637
Golden Toronto II,288.86333333333334,72,50.141666666666666
Istanbul Echoes II,288.755,40,73.655
Tender Seoul,288.37833333333333,40,58.8575
Hamburg Paradox III,288.34833333333336,50,68.656
Electric Crown,288.3233333333333,51,60.57254901960784
The Syndicate of Madrid III,287.95666666666665,73,50.894520547945206
Eternal Circuit II,287.8283333333333,42,53.542857142857144
Velvet Protocol II,287.5233333333333,241,58.19875518672199
Istanbul Confession II,287.51666666666665,84,53.482142857142854
Crooked Naples II,287.46833333333336,90,53.23666666666667
Oslo Affair II,287.40500000000003,52,55.27307692307692
The Lighthouse of Tokyo II,287.28166666666664,42,54.292857142857144
Toronto Throne III,287.27166666666665,53,59.77547169811321
The Anatomy of Bogota,287.0183333333333,75,68.33333333333333
The Affair of Sydney V,286.9316666666667,45,55.76222222222223
Quiet Horizon IV,286.86,102,83.12549019607843
Hollow Garden,286.67,39,58.02820512820512
The Departure of Lisbon V,286.5183333333333,33,52.518181818181816
Silent Lisbon III,286.37666666666667,35,68.18285714285715
Seoul Throne,286.00166666666667,62,59.14677419354839
Crimson Mumbai III,285.9433333333333,160,69.625625
Hidden Throne III,285.8183333333333,40,78.8025
Iron Istanbul V,285.525,49,42.69387755102041
Gilded Echoes III,285.4766666666667,42,70.8
The Circuit of Mumbai II,285.36333333333334,57,53.833333333333336
The Circuit of Jakarta IV,284.87333333333333,84,68.51071428571429
Marseille Frequency III,284.82666666666665,50,57.733999999999995
Forgotten Istanbul VI,284.435,48,54.862500000000004
Sydney Affair III,284.2683333333333,57,77.92280701754386
Hidden Detroit II,284.2033333333333,39,48.58461538461538
The Departure of Bangkok IV,283.895,36,46.391666666666666
Scarlet Empire II,283.6116666666667,51,56.17058823529411
Last Lighthouse,283.14166666666665,94,65.48085106382979
Midnight Garden II,282.54333333333335,58,52.665517241379305
The Anatomy of Berlin,282.45166666666665,48,58.84583333333333
The Cipher of Jakarta V,282.4433333333333,63,68.61587301587302
Forgotten Inheritance IV,282.09833333333336,83,61.78674698795181
Last Mirror II,281.2966666666667,57,68.54385964912281
Tokyo Kingdom II,281.0233333333333,70,57.89714285714286
Gilded Departure,280.67333333333335,98,62.26632653061225
Midnight Hamburg,280.67333333333335,164,85.57560975609756
Midnight Jakarta,280.565,43,58.25581395348837
Bitter Ledger II,280.51,39,54.08461538461539
The Tide of Hamburg III,280.3416666666667,45,43.26888888888889
Tender Heist,280.29833333333335,46,59.73478260869565
The Promise of Cairo VI,280.01,69,71.19710144927537
The Storm of Bangkok III,279.7416666666667,48,66.60208333333334
Eternal Lisbon,279.725,55,70.64181818181818
Marseille Ledger II,279.54833333333335,44,40.725
Sacred Kingdom,279.50333333333333,46,69.83695652173913
The Departure of Berlin III,279.32166666666666,51,52.15294117647059
Wild Seoul II,279.24666666666667,73,60.71369863013699
Falling Cipher,278.81166666666667,43,65.49767441860466
Hamburg Protocol,278.38166666666666,47,57.68936170212766
Toronto Affair,278.1016666666667,42,64.48809523809524
Frozen Departure,278.05,208,66.28701923076923
Marseille Circuit V,277.665,67,77.95522388059702
The Empire of Seoul III,277.3566666666667,327,52.464831804281346
Jakarta Frequency III,277.34333333333336,49,76.48979591836735
Frozen Oslo II,277.2366666666667,61,50.49016393442623
Midnight Jakarta II,277.045,34,50.9264705882353
Glass Inheritance II,276.7633333333333,179,73.04301675977653
Scarlet Detroit V,276.7416666666667,50,79.068
Crimson Departure,276.6433333333333,56,58.80535714285714
Bitter Madrid,276.61833333333334,52,76.0
Bogota Pact III,276.1,62,58.593548387096774
The Storm of Toronto III,275.9066666666667,44,69.67045454545455
Broken Bogota V,275.7866666666667,41,64.98780487804878
Broken Expedition,275.62333333333333,48,63.331250000000004
The Affair of Hamburg VII,275.60833333333335,229,60.222707423580786
The Throne of Jakarta II,275.1666666666667,65,61.50153846153846
Toronto Echoes II,275.11333333333334,46,81.37391304347825
Mumbai Anatomy V,274.71166666666664,53,58.67735849056604
Reckless Mumbai III,274.4316666666667,52,58.650000000000006
Neon Cairo VI,274.1383333333333,165,85.93757575757576
Hamburg Kingdom II,274.05333333333334,54,70.48703703703704
Distant Lagos III,273.99,37,59.08648648648648
Bogota Protocol II,273.2633333333333,33,42.7939393939394
Tender Berlin II,272.9033333333333,30,62.89
Sydney River II,272.755,52,74.22115384615384
Lagos Inheritance III,272.5966666666667,55,61.958181818181814
Brilliant Confession II,272.325,80,63.822500000000005
Velvet Naples,271.9866666666667,52,59.78076923076923
The Algorithm of Istanbul,271.835,130,83.09153846153846
Gilded Harvest II,271.66333333333336,44,58.809090909090905
Midnight Mirror III,271.40666666666664,41,68.4829268292683
The Throne of Bogota IV,271.18833333333333,43,54.616279069767444
Rising Mumbai,270.8616666666667,35,66.32857142857142
Toronto Shadows V,270.77166666666665,252,65.78333333333335
The Odyssey of Naples II,270.10833333333335,61,61.78688524590164
Hamburg Garden II,268.4766666666667,45,76.4888888888889
The Tide of Naples IV,268.26166666666666,150,80.07866666666666
Glass Naples,268.1116666666667,59,65.85762711864406
Frozen Bogota II,267.73833333333334,52,75.34807692307692
Shattered Garden,267.49833333333333,52,62.35576923076923
Forgotten Legacy,267.4533333333333,53,62.298113207547175
Naples Sanctuary III,267.0366666666667,164,63.03231707317073
Detroit Storm,266.89,44,64.52499999999999
Whispering Sydney,266.77166666666665,45,65.86666666666666
The Departure of Jakarta III,266.6533333333333,108,48.40833333333334
Brilliant Throne,266.03333333333336,44,45.79772727272727
Silent River III,265.6483333333333,34,58.59705882352941
The Promise of Sydney III,265.51666666666665,59,44.41016949152542
Toronto Confession IV,265.11833333333334,50,66.286
Cairo Throne,265.02666666666664,40,72.015
Endless Lighthouse,264.52166666666665,43,64.74883720930232
The Throne of Toronto V,264.455,191,84.76492146596858
Reckless Madrid,264.44,239,60.351882845188285
Wild Shadows III,263.65666666666664,172,69.15523255813955
Toronto Promise,263.5783333333333,65,54.07076923076923
Restless Berlin II,263.49333333333334,47,70.07659574468084
Glass Jakarta V,263.46666666666664,227,78.24493392070484
The Throne of Lisbon II,263.45166666666665,61,57.842622950819674
Marseille Departure III,263.36833333333334,72,82.82638888888889
Bangkok Heist II,263.3283333333333,200,62.696999999999996
Tokyo Harvest IV,263.29333333333335,47,64.39148936170213
Glass Mumbai III,263.1716666666667,67,52.6044776119403
Velvet Paradox II,262.84833333333336,41,51.70243902439025
Crooked Naples V,262.825,163,68.12883435582822
Velvet Heist,262.7866666666667,39,70.1974358974359
Naples Requiem II,262.7216666666667,81,55.60864197530864
Tender Lisbon VI,262.5233333333333,46,56.31521739130435
The Storm of Lisbon,262.4766666666667,40,56.2475
The Cipher of Hamburg,262.45166666666665,57,68.21052631578948
Velvet Anatomy II,262.25,62,67.14354838709677
Bogota Legacy,262.165,45,76.14888888888889
The Garden of Lagos II,261.9533333333333,42,51.97857142857143
Hidden Lighthouse,261.82,50,54.726000000000006
Toronto Departure,261.3283333333333,51,69.87647058823529
Velvet Expedition III,260.91,61,79.21311475409836
Wild Berlin II,260.83666666666664,55,54.72727272727273
Paper Affair,260.75,53,55.91132075471698
The Tide of Jakarta VII,260.61833333333334,194,65.73762886597939
The Promise of Lisbon III,260.60833333333335,42,79.21428571428571
Quiet Heist II,260.47333333333336,51,81.06666666666666
Detroit Algorithm,260.105,62,72.33225806451614
Distant Naples II,260.00166666666667,53,61.32641509433962
The Expedition of Istanbul III,259.8833333333333,58,62.66724137931034
Hidden Seoul IV,259.09166666666664,46,62.58043478260869
Forgotten Lighthouse III,258.87333333333333,35,58.69714285714286
Scarlet Cipher,258.5233333333333,47,40.44893617021276
Jakarta Anatomy,258.4766666666667,295,60.424745762711865
Savage Paradox II,258.43,50,51.516000000000005
Crimson Shadows,258.345,47,56.861702127659576
Savage Echoes,258.33666666666664,50,56.163999999999994
Hidden Bangkok II,258.26166666666666,49,53.416326530612245
The Pact of Seoul IV,257.69166666666666,41,65.47073170731707
The Inheritance of Detroit II,257.6433333333333,45,50.89111111111111
Sacred Verdict V,256.8333333333333,176,71.1846590909091
Tokyo Verdict III,256.2783333333333,50,54.528
Broken River,255.995,204,74.54705882352941
The Pact of Sydney III,255.94333333333333,48,51.931250000000006
Wild Paradox,255.41666666666666,64,64.890625
The Legacy of Lagos VI,255.28666666666666,43,74.21162790697674
The Reckoning of Detroit III,254.57166666666666,158,78.59810126582279
Wild Storm II,254.535,56,75.76071428571429
Detroit Promise V,254.38666666666666,64,69.7390625
Toronto Legacy,254.325,57,63.294736842105266
Lisbon Expedition II,254.28833333333333,48,52.97291666666666
The Verdict of Marseille IV,254.255,58,81.18103448275862
Savage Protocol,254.2,42,55.02619047619047
The Inheritance of Cairo,253.95666666666668,50,54.611999999999995
Marseille Shadows VII,253.93833333333333,197,68.05583756345177
The River of Lagos III,253.79166666666666,42,47.09047619047619
Hamburg Affair,253.41333333333333,54,53.32592592592592
Burning Istanbul II,253.39666666666668,50,66.69
The Tide of Hamburg V,253.30666666666667,40,62.0775
The Shadows of Sydney,253.225,46,55.04565217391304
Velvet Pact,252.885,61,79.72131147540983
Bangkok Promise III,252.54333333333332,83,63.38674698795181
Lost Naples III,252.22,41,52.13414634146341
Iron Harvest II,252.08666666666667,54,56.92777777777778
Distant Verdict II,251.95166666666665,47,57.02340425531915
Detroit Echoes,251.90166666666667,225,58.91911111111111
Lagos Verdict V,251.84666666666666,56,64.86964285714285
Madrid Paradox V,251.71333333333334,35,55.317142857142855
Lost Frequency II,251.655,39,57.61025641025641
Broken Toronto III,251.56833333333333,32,73.7
Cairo Paradox,250.94,201,52.38407960199005
The Harvest of Istanbul III,250.765,48,56.77708333333334
Restless Inheritance,250.75333333333333,159,68.57044025157234
The Pact of Toronto II,250.56,45,55.68
